id,name,years,institutions,countries,affiliations_comment,journal_names,works_count,total_works_count,total_cited_by_count
A5111832910;A5063044759,Andrew Gilmour,1989,Center for Strategic and International Studies,US,,Journal of Palestine Studies,4,11,15
A5085653716,Andrew Gitlin,1996,University of Utah,US,,Ethnic and Racial Studies,1,92,2109
A5032328068,Andrew I. Killgore,1985,,,,Journal of Palestine Studies,2,2,0
A5101891122,Andrew J. Newman,1998,University of Edinburgh,GB,,British Journal of Middle Eastern Studies (BRISMES),1,109,575
A5079603032,Andrew McNeill,2017,Northumbria University,GB,,Group Processes & Intergroup Relations (GPIR);Personality and Social Psychology Bulletin (PSPB),2,82,1224
A5064152350,Andrew Pilecki,2015,"University of California, Santa Cruz",US,,Journal of Social Issues (JSI),1,28,526
A5018140662,Andrew Rathmell,1995,University of Exeter,GB,,British Journal of Middle Eastern Studies (BRISMES),1,95,1508
A5110856305;A2102074956,Andrew Simon,2025,Dartmouth College;Dartmouth Hospital,GB;US,,International Journal of Middle East Studies (IJMES),2,9,2
A5034293317,Andrew Stuart Bergerson,1997,,,,New German Critique,1,53,257
A5017610211,Andrii Usach,2020,Ukrainian Catholic University,UA,,Holocaust and Genocide Studies (HGS),1,3,2
A5030237510,Andrzej Kulczycki,2001,,,,Middle East Journal,1,104,1794
A5035677619,André Elias Mazawi,1999,Tel Aviv University,IL,,The British Journal of Sociology (BJS),1,57,638
A5062761716,André Krouwel,2018,,,"Department of Communication and Department of Political Science, VU University, Amsterdam, The Netherlands",British Journal of Middle Eastern Studies (BRISMES),1,288,6019
A5091815872,André W.M. Gerrits,1996,"EU Business School, Geneva;University of Amsterdam",CH;NL,,Ethnic and Racial Studies,1,81,397
A5018778796,Andy Clarno,2014;2021,,,,Ethnic and Racial Studies;Journal of Palestine Studies,2,34,350
A5037000616,Angela Bridges,1989,,,,Journal of Personality and Social Psychology (JPSP),2,46,3213
A5022590563,Angela K-Y Leung,2017,Singapore Management University,SG,,Journal of Personality and Social Psychology (JPSP),1,165,4929
A5079887253,Angela McRobbie,2024,Goldsmiths University of London,GB,,European Journal of Cultural Studies,1,252,17720
A5109546343,Angeles Escriva,1995,,,,Journal of Ethnic and Migration Studies (JEMS),1,1,0
A5074657702,Anil Menon,2024,"University of California, Merced",US,,American Journal of Political Science (AJPS),1,75,1253
A5037730149,Anis 'Abd al-Kader,1986;1987,,,,Journal of Palestine Studies,2,3,0
A5014524521,Anis F. Kassim,1972;1980,,,"Anis F. Kassim is the Resident Partner of Al Saleh and Graham & James — Legal Consultants, Kuwait.",Journal of Palestine Studies,3,24,167
A5076836137,Anis ‘Abd al-Kader,1986;1987,,,"Anis ‘Abd al-Kader is the pseudonym of an Arab diplomat currently stationed in Washington, D.C.;Anis ‘Abd al-Kader is the pseudonym of an Arab diplomat currently stationed in Washington.",Journal of Palestine Studies,2,3,0
A5065249010,Anita Butera,1996,American University,US,,Ethnic and Racial Studies,1,1,0
A5041985746,Anita Vitullo,2003,,,,Journal of Palestine Studies,1,1,6
A5113786074,Anja Eller,2019,Universidad Nacional Autónoma de México,MX,,Group Processes & Intergroup Relations (GPIR),1,48,2901
A5089592603,Ann Elizabeth Mayer,1978,California University of Pennsylvania,US,,International Journal of Middle East Studies (IJMES),1,113,1023
A5029411840,Ann M. Lesch,1974;1977;1978;1979;1982;1985;1986;1988;1990;1991;1993;1999;2007,American Friends Service Committee;American University in Cairo;Ford Foundation;Foreign Service Institute;Middle East Institute;Villanova University,EG;US,Dr. Ann M. Lesch is a Middle East Associate with the Universities Field Staff International.;The Ford Foundaiton,British Journal of Middle Eastern Studies (BRISMES);International Journal of Middle East Studies (IJMES);Journal of Palestine Studies;World Politics,26,149,903
A5111599659,Ann Stueve,1999,Columbia University,US,,American Sociological Review (ASR),2,81,8908
A5023260500,Ann-Sophie Hemmingsen,2011,,,,Ethnic and Racial Studies,1,9,129
A5020821425,Anna Belfer-Cohen,2020,,,,Journal of Anthropological Research,1,160,6272
A5082386265,Anna Bernard,2013;2015,King's College London,GB,,Journal of Palestine Studies,2,57,185
A5083743933,Anna Durbin,2010,University of Toronto,CA,,Group Processes & Intergroup Relations (GPIR),1,58,944
A5045664489,Anna Hood,2024,,,,European Journal of International Law (EJIL),1,9,8
A5054114980,Anna Kensicki,2018;2019,,,,Journal of Palestine Studies,2,6,53
A5030688716,Anna Prashizky,2018;2019;2020;2021;2023;2024,Bar-Ilan University;Western Galilee College,IL,,"Ethnic and Racial Studies;Ethnicities;European Journal of Cultural Studies;Journal of Ethnic and Migration Studies (JEMS);Social Identities: Journal for the Study of Race, Nation and Culture",7,34,239
A5001171841,Anna Younes,2024,University of Amsterdam,NL,,Middle East Critique,1,14,77
A5047789313,Anna-E. Younes,2022,,,,Journal of Palestine Studies,1,1,0
A5072312029,Anna-Maria Marshall,2006,University of Illinois Urbana-Champaign,US,,Law and Social Inquiry,1,72,1057
A5110333843,Anne Bennett,2007,,,,Middle East Journal,1,27,371
A5003491432,Anne Freilich,1975,,,,International Journal of Middle East Studies (IJMES),1,2,0
A5104044198,Anne Grace,1990,,,,Journal of Palestine Studies,1,15,219
A5083540352,Anne Irfan,2025,University College London;University of the Arts London,GB,,Journal of Genocide Research (JGR),1,50,70
A5044338592,Anne Lehner,2025,New School,US,,Journal of Personality and Social Psychology (JPSP),1,8,21
A5089565797,Anne Perez,2020,University of Edinburgh,GB,,British Journal of Middle Eastern Studies (BRISMES),1,5,29
A5031815283,Anne de Jong,2016,University of Amsterdam,NL,,American Anthropologist,1,47,117
A5066652096,Annemarie Samuels,2023,Leiden University,NL,,American Anthropologist,1,47,407
A5039913157,Annika Lindberg,2020,,,,Patterns of Prejudice,1,58,497
A5007602606,Anny Gaul,2018,,,,Journal of Palestine Studies,1,14,11
A5060195432,Anoushiravan Ehteshami,1996;1998;2002,Durham University,GB,,British Journal of Middle Eastern Studies (BRISMES);International Journal of Middle East Studies (IJMES),3,199,1836
A5003373240,Anthony B. Toth,2002,,,,International Journal of Middle East Studies (IJMES),1,10,33
A5090906266,Anthony Bing,1997,,,,Middle East Journal,1,7,14
A5108736425,Anthony D'Amato,1982;1985;1986,Council of Science Editors,US,,American Journal of International Law (AJIL);Yale Law Journal,3,371,2806
A5090007720,Anthony D. Smith,1980,London School of Economics and Political Science,GB,,Ethnic and Racial Studies,1,256,17285
A5034257687,Anthony E. Marks,1971;1972,Southern Methodist University,US,,American Anthropologist;Current Anthropology,2,87,2545
A5030482544,Anthony H. Richmond,1996,,,,Journal of Ethnic and Migration Studies (JEMS),1,210,2818
A5064192514,Antoine Roblain,2017,Université Libre de Bruxelles,BE,,Journal of Personality and Social Psychology (JPSP),1,53,400
A5001848461,Antoine S. Mansour,1982,Ministry of Economy,MK,,Journal of Palestine Studies,1,3,4
A5014443278,Anton Kurapov,2021,Taras Shevchenko National University of Kyiv,UA,,Journal of Loss and Trauma,1,75,1116
A5090491220,Anton Pelinka,1991,Universität Innsbruck,AT,,Patterns of Prejudice,1,275,1872
A5024423703,Anton Sevilla-Liu,2024,Kyushu University,JP,,Journal of Personality and Social Psychology (JPSP),1,47,135
A5036067828,Anton Shammas,1994,,,,Journal of Palestine Studies,1,3,135
A5055625750,Antonia E.L. Maks,1980,University of Amsterdam,NL,,Journal of Palestine Studies,1,2,55
A5106235703,Antonio Cassese,1993,European University Institute,IT,,European Journal of International Law (EJIL),1,39,542
A5101475543,Antonio Donno,2004,,,,International Journal of Middle East Studies (IJMES),1,77,404
A5076298189,Antony Lerman,1991,Institute for Jewish Policy Research,GB,,Patterns of Prejudice,1,39,85
A5085092398,Antony T. Sullivan,1997,,,,Middle East Journal,1,71,40
A5075382118,Anwar Mhajne,2025,Stonehill College,US,,Journal of Human Rights (JHR),1,23,61
A5006257142,Anya Ragnhildstveit,2025,University of Cambridge,GB,,Journal of Personality and Social Psychology (JPSP),1,37,465
A5028455507,Aomar Boum,2014,"University of California, Los Angeles",US,,International Journal of Middle East Studies (IJMES),1,124,333
A5047047331,Areej Sabbagh-Khoury,2022,Hebrew University of Jerusalem,IL,,Sociological Theory,1,28,312
A5090714367,Aref Abu-Gweder,2025,Achva Academic College;Kaye Academic College of Education,IL,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,19,36
A5023904634,Ari Adut,2009,The University of Texas at Austin,US,,American Journal of Sociology (AJS),1,28,574
A5082357654,Ariana F Turner,2024,Georgia Institute of Technology,US,,Journal of Personality and Social Psychology (JPSP),1,8,241
A5081377703,Ariane Sadjed,2021,Austrian Academy of Sciences,AT,,Ethnic and Racial Studies,1,24,75
A5020760441,Arie Arnon,2007,,,,Middle East Journal,1,78,565
A5038227756;A5088163173,Arie Dayan,1993,,,,Journal of Palestine Studies,2,2,2
A5058159897,Arie Nadler,1986;2002;2006;2009;2012;2013;2017,Academic College of Tel Aviv-Yafo;Netanya Academic College;Tel Aviv University,IL,,Group Processes & Intergroup Relations (GPIR);Journal of Personality and Social Psychology (JPSP);Journal of Social Issues (JSI);Personality and Social Psychology Bulletin (PSPB),8,169,7871
A5075852205,Arie W. Kruglanski,2017,"University of Maryland, College Park",US,,Group Processes & Intergroup Relations (GPIR),1,698,58596
A5051163076,Arieh J. Kochavi,2016,,,,Middle East Journal,1,56,262
A5079950096,Ariel Malinsky-Buller,2025,,,,Journal of Anthropological Research,1,52,762
A5020177125,Ariela Popper-Giveon,2009;2017,David Yellin College of Education,IL,,Ethnic and Racial Studies;Journal of Anthropological Research,2,60,711
A5012789351,Ariella Shapira,1977,Tel Aviv University,IL,,Personality and Social Psychology Bulletin (PSPB),1,11,334
A5023063622,Arndt Emmerich,2024,University of Hertfordshire,GB,,Ethnicities,1,19,41
A5009419992,Arnold Abramovitz,2003,University of Cape Town,ZA,,International Journal of Human Rights (IJHR),1,14,335
A5050035833,Arnold K. Ho,2012,Harvard University Press,US,,Personality and Social Psychology Bulletin (PSPB),1,75,4534
A5045363425,Arnold Toynbee,1973,,,,Journal of Palestine Studies,2,447,4820
A5077216010,Arnon Yehuda Degani,2016;2021,"Hebrew University of Jerusalem;University of California, Los Angeles",IL;US,,British Journal of Middle Eastern Studies (BRISMES);Ethnic and Racial Studies,2,9,49
A5019433349,Aron Weller,1993,,,,Journal of Personality and Social Psychology (JPSP),2,251,9866
A5074131563,Aron. Shai,2000,,,,History and Memory,1,67,122
A5065262329,Arthur Hertzberg,1996,,,,Journal of Palestine Studies,2,56,866
A5003371807,Arthur Jordan Field,1955,,,,American Sociological Review (ASR),1,20,220
A5082521617,Arthur Kosten,1996,,,,Journal of Ethnic and Migration Studies (JEMS),1,2,0
A5028086385,Arthur Silverstein,1973,,,,American Journal of International Law (AJIL),1,210,5414
A5066740892,Arthur Stein,1969,University of Rhode Island,US,,Patterns of Prejudice,1,182,2575
A5091233196,Arun Peter Lobo,2001,,,,Middle East Journal,1,29,306
A5042660042,Arye Rattner,1988,,,,American Journal of Sociology (AJS),1,40,900
A5089268668,Aryeh Botwinick,2020,,,,Telos,1,80,342
A5089195591,Arza Churchman,1996,Technion – Israel Institute of Technology,IL,,International Journal of Middle East Studies (IJMES),1,46,2007
A5076259664,As ad AbuKhalil,1996,,,,Middle East Journal,2,2,63
A5087940846,As ad.,1998,,,,International Journal of Middle East Studies (IJMES),1,1,2
A5078251630,As'ad Ghanim,2005,,,,Middle East Journal,1,1,0
A5020531504,As`ad AbuKhalil,1996;2002,,,,Journal of Palestine Studies;Middle East Journal,2,62,652
A5091242241,Asa Maron,2016,University of Haifa,IL,,Law and Society Review,1,21,110
A5063931507,Asaf Levanon,2024,University of Haifa,IL,,Ethnic and Racial Studies,1,39,1260
A5069471622,Asaf Siniver,2016,University of Birmingham,GB,,British Journal of Middle Eastern Studies (BRISMES),1,68,255
A5064210033,Asaf Yakir,2022,University of Haifa,IL,,Middle East Journal,1,4,10
A5073427848,Aseil Abu-Baker,2020,,,"Aseil Abu-Baker, JD, is a U.S.-licensed attorney. She is currently a legal consultant in Palestine.",Journal of Palestine Studies,1,1,3
A5076138958,Asher Arian,1994;1995;1999,City University of New York,US,,American Political Science Review (APSR);British Journal of Political Science (BJPolS);Middle East Journal,3,117,1508
A5112083724,Asher Kaufman,2002;2009;2011;2014;2016,University of Notre Dame,US,,International Journal of Middle East Studies (IJMES);Middle East Journal,5,49,236
A5038332408,Ashjan Ajour,2023;2025,Birmingham City University,GB,,European Journal of Cultural Studies;Journal of Palestine Studies,2,27,31
A5061550924,Ashton C. Southard,2014,University of Rochester,US,,Personality and Social Psychology Bulletin (PSPB),1,38,793
A5000506693,Aslı Bâli,2020,"Oxfam;SOAS University of London;Tel Aviv University;Universidad de Londres;University of California, Los Angeles;University of London;University of Massachusetts Amherst",GB;IL;MX;US,,Law and Social Inquiry,1,76,419
A5045184633,Asmahan Masry-Herzalla,2013,,,,Journal of Ethnic and Migration Studies (JEMS),1,25,290
A5009703255,Assaf Harel,2019,Binghamton University,US,,Journal of the Royal Anthropological Institute (JRAI),1,6,58
A5079614688,Assaf Likhovski,2007;2017,Tel Aviv University,IL,,Law and Social Inquiry,2,84,428
A5090291914,Assaf Shapira,2018,Israel Democracy Institute;Jerusalem Institute for Israel Studies,IL,,British Journal of Middle Eastern Studies (BRISMES),1,15,123
A5065298279,Astrid Schütz,2025,University of Bamberg,DE,,Personality and Social Psychology Bulletin (PSPB),1,467,8472
A5020676739,As’ad Ghanem,1998;2009;2014;2016;2017;2019;2023,University of Haifa,IL,,British Journal of Middle Eastern Studies (BRISMES);Constellations;Ethnic and Racial Studies;International Journal of Middle East Studies (IJMES);Middle East Critique;Middle East Journal,9,87,1399
A5002973012,Atalia Omer,2014,Notre Dame University,PH,,American Journal of Sociology (AJS),1,105,449
A5072865330,Athan Theoharis,1990,Marquette University,US,,American Political Science Review (APSR),1,185,1612
A5017567478,Athar Ḥaj Yaḥya,2021,Beit Berl College,IL,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,10,20
A5018562051,Athena S. Leoussi,2002,,,,Ethnic and Racial Studies,1,81,404
A5084677615,Atif M. Ghani,1997,London School of Economics and Political Science,GB,,Ethnic and Racial Studies,1,1,0
A5008426619,Aubrey Bloomfield,2020,,,"Aubrey Bloomfield is an independent writer and researcher. He has written about the intersection of sports and politics, including the role of sports in the BDS movement, for a range of publications including Africa Is a Country, Al Jazeera English, Guardian Australia, Mondoweiss, The Nation, and Palestine Square.",Journal of Palestine Studies,1,1,0
A5016555011,Aubrey L. Diamond,1965,,,,International & Comparative Law Quarterly (ICLQ),1,41,67
A5003819773,Audrey R. Chapman,2010,,,,Human Rights Quarterly,1,133,3288
A5112151992,August Gächter,1996,,,,Journal of Ethnic and Migration Studies (JEMS),1,25,72
A5103734008,Augustin F. C. Holl,2007,University of Michigan,US,,American Anthropologist,1,110,955
A5063132553,Augustus Richard Norton,1985;1995;2000;2006;2007,American Military Academy;United States Military Academy,PR;US,Boston University,American Political Science Review (APSR);British Journal of Middle Eastern Studies (BRISMES);Journal of Palestine Studies;Middle East Journal,6,128,1208
A5062630555,Aurel H. Diamond,2020,,,"Federmann School of Public Policy, Mount Scopus Campus, Jerusalem, Israel",Journal of Ethnic and Migration Studies (JEMS),1,9,198
A5037685833,Aurélie Descamps,2011,,,,Patterns of Prejudice,1,11,85
A5073336877,Avi Besser,2014,Sapir College,IL,,Personality and Social Psychology Bulletin (PSPB),1,174,8126
A5069159916,Avi Gopher,2017;2020,Tel Aviv University,IL,,Current Anthropology;Journal of Anthropological Research,2,247,9115
A5086400004,Avi Gottlieb,1976,University of Wisconsin–Madison,US,,Journal of Personality and Social Psychology (JPSP),2,18,354
A5053529159,Avi Kaplan,2000,,,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,159,11723
A5076878890,Avi Kober,2013,,,,Middle East Journal,1,40,311
A5067886808,Avi Raz,2013;2014,University of Oxford,GB,,International Journal of Middle East Studies (IJMES),2,11,72
